dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
2022-04-23,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,casual,0
2022-04-23,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,casual,1
2022-04-23,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,casual,1
2022-04-23,2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,casual,0
2022-04-23,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,casual,0
2022-04-23,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,casual,0
2022-04-23,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,casual,2
2022-04-23,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,casual,1
2022-04-23,2,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,casual,11
2022-04-23,2,1,4,9,0,1,1,2,0.3,0.2727,0.75,0.3881,casual,17
2022-04-23,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,casual,12
2022-04-23,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,casual,10
2022-04-23,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,casual,12
2022-04-23,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,casual,9
2022-04-23,2,1,4,14,0,1,1,3,0.36,0.3182,0.62,0.4478,casual,12
2022-04-23,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,casual,11
2022-04-23,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,casual,10
2022-04-23,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,casual,13
2022-04-23,2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,casual,10
2022-04-23,2,1,4,19,0,1,1,2,0.34,0.3182,0.76,0.2239,casual,11
2022-04-23,2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642,casual,17
2022-04-23,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239,casual,7
2022-04-23,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.194,casual,18
2022-04-23,2,1,4,23,0,1,1,1,0.32,0.3182,0.76,0.1642,casual,10
2022-04-24,2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,casual,0
2022-04-24,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,casual,1
2022-04-24,2,1,4,2,0,2,1,1,0.32,0.3182,0.81,0.194,casual,0
2022-04-24,2,1,4,3,0,2,1,1,0.32,0.303,0.81,0.2239,casual,0
2022-04-24,2,1,4,4,0,2,1,1,0.3,0.2879,0.7,0.194,casual,0
2022-04-24,2,1,4,5,0,2,1,1,0.3,0.2879,0.7,0.194,casual,0
2022-04-24,2,1,4,6,0,2,1,1,0.3,0.2879,0.7,0.2239,casual,3
2022-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,casual,3
2022-04-24,2,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,casual,12
2022-04-24,2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,casual,6
2022-04-24,2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,casual,33
2022-04-24,2,1,4,11,0,2,1,1,0.46,0.4545,0.31,0.3881,casual,27
2022-04-24,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,casual,36
2022-04-24,2,1,4,13,0,2,1,1,0.5,0.4848,0.29,0.3881,casual,35
2022-04-24,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,casual,50
2022-04-24,2,1,4,15,0,2,1,1,0.5,0.4848,0.23,0.4179,casual,60
2022-04-24,2,1,4,16,0,2,1,1,0.5,0.4848,0.23,0.194,casual,54
2022-04-24,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,casual,72
2022-04-24,2,1,4,18,0,2,1,1,0.5,0.4848,0.18,0,casual,52
2022-04-24,2,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,casual,33
2022-04-24,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,casual,16
2022-04-24,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,casual,13
2022-04-24,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,casual,8
2022-04-24,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,casual,4
2022-04-25,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0,casual,13
2022-04-25,2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0,casual,8
2022-04-25,2,1,4,2,0,3,1,1,0.36,0.3788,0.62,0,casual,1
2022-04-25,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,casual,0
2022-04-25,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,casual,0
2022-04-25,2,1,4,5,0,3,1,1,0.34,0.3636,0.66,0,casual,0
2022-04-25,2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0,casual,3
2022-04-25,2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0,casual,13
2022-04-25,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,casual,20
2022-04-25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0,casual,33
2022-04-25,2,1,4,10,0,3,1,1,0.52,0.5,0.34,0,casual,44
2022-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,casual,42
2022-04-25,2,1,4,12,0,3,1,1,0.54,0.5152,0.28,0.2836,casual,49
2022-04-25,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,casual,35
2022-04-25,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,casual,47
2022-04-25,2,1,4,15,0,3,1,1,0.58,0.5455,0.19,0.1642,casual,47
2022-04-25,2,1,4,16,0,3,1,1,0.6,0.5909,0.2,0.3284,casual,49
2022-04-25,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,casual,68
2022-04-25,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,casual,60
2022-04-25,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.194,casual,42
2022-04-25,2,1,4,20,0,3,1,1,0.56,0.5303,0.22,0.0896,casual,22
2022-04-25,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343,casual,27
2022-04-25,2,1,4,22,0,3,1,1,0.5,0.4848,0.51,0,casual,22
2022-04-25,2,1,4,23,0,3,1,2,0.5,0.4848,0.51,0.0896,casual,10
2022-04-26,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0,casual,1
2022-04-26,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896,casual,1
2022-04-26,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045,casual,3
2022-04-26,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896,casual,1
2022-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,casual,1
2022-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343,casual,0
2022-04-26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537,casual,5
2022-04-26,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582,casual,3
2022-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.194,casual,4
2022-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,casual,12
2022-04-26,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642,casual,14
2022-04-26,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239,casual,16
2022-04-26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343,casual,24
2022-04-26,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,casual,19
2022-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.194,casual,37
2022-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284,casual,39
2022-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,casual,37
2022-04-26,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642,casual,49
2022-04-26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.194,casual,75
2022-04-26,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239,casual,57
2022-04-26,2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.194,casual,23
2022-04-26,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239,casual,28
2022-04-26,2,1,4,22,0,4,1,1,0.52,0.5,0.83,0.1642,casual,20
2022-04-26,2,1,4,23,0,4,1,1,0.5,0.4848,0.88,0.1642,casual,6
2022-04-27,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,casual,12
2022-04-27,2,1,4,1,0,5,1,1,0.5,0.4848,0.59,0.4478,casual,3
2022-04-27,2,1,4,2,0,5,1,1,0.48,0.4697,0.59,0.4179,casual,4
2022-04-27,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,casual,1
2022-04-27,2,1,4,4,0,5,1,1,0.42,0.4242,0.44,0.2537,casual,0
2022-04-27,2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,casual,0
2022-04-27,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,casual,5
2022-04-27,2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,casual,10
2022-04-27,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0,casual,17
2022-04-27,2,1,4,9,0,5,1,1,0.42,0.4242,0.44,0.4925,casual,42
2022-04-27,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.4179,casual,64
2022-04-27,2,1,4,11,0,5,1,1,0.44,0.4394,0.38,0.3284,casual,47
2022-04-27,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,casual,63
2022-04-27,2,1,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,casual,94
2022-04-27,2,1,4,14,0,5,1,1,0.46,0.4545,0.33,0.3284,casual,94
2022-04-27,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925,casual,101
2022-04-27,2,1,4,16,0,5,1,1,0.52,0.5,0.29,0.2537,casual,105
2022-04-27,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,casual,89
2022-04-27,2,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,casual,94
2022-04-27,2,1,4,19,0,5,1,1,0.5,0.4848,0.27,0.3881,casual,62
2022-04-27,2,1,4,20,0,5,1,1,0.46,0.4545,0.31,0.2836,casual,49
2022-04-27,2,1,4,21,0,5,1,1,0.44,0.4394,0.33,0.2985,casual,23
2022-04-27,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,casual,24
2022-04-27,2,1,4,23,0,5,1,1,0.4,0.4091,0.4,0.2537,casual,11
2022-04-28,2,1,4,0,0,6,0,1,0.38,0.3939,0.43,0.1642,casual,4
2022-04-28,2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,casual,7
2022-04-28,2,1,4,2,0,6,0,1,0.36,0.3485,0.43,0.1642,casual,8
2022-04-28,2,1,4,3,0,6,0,1,0.34,0.3182,0.49,0.2239,casual,3
2022-04-28,2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642,casual,0
2022-04-28,2,1,4,5,0,6,0,1,0.34,0.3333,0.46,0.1343,casual,2
2022-04-28,2,1,4,6,0,6,0,1,0.34,0.3333,0.49,0.194,casual,10
2022-04-28,2,1,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,casual,10
2022-04-28,2,1,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343,casual,24
2022-04-28,2,1,4,9,0,6,0,2,0.38,0.3939,0.37,0,casual,45
2022-04-28,2,1,4,10,0,6,0,2,0.38,0.3939,0.4,0.1642,casual,60
2022-04-28,2,1,4,11,0,6,0,2,0.38,0.3939,0.4,0.1045,casual,96
2022-04-28,2,1,4,12,0,6,0,2,0.38,0.3939,0.43,0,casual,105
2022-04-28,2,1,4,13,0,6,0,2,0.4,0.4091,0.37,0,casual,120
2022-04-28,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,casual,147
2022-04-28,2,1,4,15,0,6,0,1,0.42,0.4242,0.41,0.2239,casual,148
2022-04-28,2,1,4,16,0,6,0,2,0.44,0.4394,0.38,0.194,casual,132
2022-04-28,2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343,casual,98
2022-04-28,2,1,4,18,0,6,0,3,0.4,0.4091,0.47,0,casual,17
2022-04-28,2,1,4,19,0,6,0,3,0.36,0.3485,0.71,0.1343,casual,29
2022-04-28,2,1,4,20,0,6,0,2,0.38,0.3939,0.66,0,casual,21
2022-04-28,2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.194,casual,12
2022-04-28,2,1,4,22,0,6,0,2,0.36,0.3485,0.71,0.1343,casual,17
2022-04-28,2,1,4,23,0,6,0,2,0.38,0.3939,0.76,0.0896,casual,5
2022-04-29,2,1,4,0,0,0,0,3,0.36,0.3485,0.81,0.1343,casual,0
2022-04-29,2,1,4,1,0,0,0,2,0.36,0.3485,0.81,0.1343,casual,5
2022-04-29,2,1,4,2,0,0,0,2,0.36,0.3636,0.87,0.1045,casual,4
2022-04-29,2,1,4,3,0,0,0,2,0.36,0.3485,0.87,0.194,casual,2
2022-04-29,2,1,4,4,0,0,0,2,0.36,0.3485,0.87,0.1343,casual,0
2022-04-29,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0,casual,0
2022-04-29,2,1,4,6,0,0,0,1,0.34,0.3333,0.87,0.1343,casual,1
2022-04-29,2,1,4,7,0,0,0,2,0.34,0.3333,0.87,0.1343,casual,7
2022-04-29,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,casual,26
2022-04-29,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,casual,52
2022-04-29,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896,casual,127
2022-04-29,2,1,4,11,0,0,0,1,0.46,0.4545,0.51,0,casual,128
2022-04-29,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,casual,223
2022-04-29,2,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,casual,226
2022-04-29,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0,casual,281
2022-04-29,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,casual,279
2022-04-29,2,1,4,16,0,0,0,1,0.6,0.6061,0.28,0.194,casual,240
2022-04-29,2,1,4,17,0,0,0,1,0.62,0.6061,0.27,0.2985,casual,188
2022-04-29,2,1,4,18,0,0,0,1,0.6,0.6061,0.26,0.2836,casual,164
2022-04-29,2,1,4,19,0,0,0,1,0.56,0.5303,0.35,0.1343,casual,128
2022-04-29,2,1,4,20,0,0,0,1,0.56,0.5303,0.32,0.0896,casual,45
2022-04-29,2,1,4,21,0,0,0,1,0.52,0.5,0.48,0.1343,casual,65
2022-04-29,2,1,4,22,0,0,0,1,0.5,0.4848,0.45,0,casual,23
2022-04-29,2,1,4,23,0,0,0,1,0.48,0.4697,0.59,0,casual,15
2022-04-30,2,1,4,0,0,1,1,1,0.44,0.4394,0.72,0.1045,casual,12
2022-04-30,2,1,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,casual,9
2022-04-30,2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343,casual,3
2022-04-30,2,1,4,3,0,1,1,1,0.4,0.4091,0.76,0.1642,casual,0
2022-04-30,2,1,4,4,0,1,1,1,0.38,0.3939,0.62,0.2537,casual,0
2022-04-30,2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,casual,1
2022-04-30,2,1,4,6,0,1,1,1,0.4,0.4091,0.47,0.194,casual,2
2022-04-30,2,1,4,7,0,1,1,1,0.4,0.4091,0.5,0.194,casual,6
2022-04-30,2,1,4,8,0,1,1,1,0.4,0.4091,0.43,0.194,casual,17
2022-04-30,2,1,4,9,0,1,1,2,0.4,0.4091,0.43,0.194,casual,29
2022-04-30,2,1,4,10,0,1,1,2,0.42,0.4242,0.41,0.1642,casual,41
2022-04-30,2,1,4,11,0,1,1,2,0.44,0.4394,0.44,0.1045,casual,52
2022-04-30,2,1,4,12,0,1,1,2,0.44,0.4394,0.47,0.1343,casual,45
2022-04-30,2,1,4,13,0,1,1,2,0.48,0.4697,0.51,0.0896,casual,48
2022-04-30,2,1,4,14,0,1,1,2,0.5,0.4848,0.55,0.1343,casual,56
2022-04-30,2,1,4,15,0,1,1,2,0.52,0.5,0.55,0.1045,casual,55
2022-04-30,2,1,4,16,0,1,1,1,0.56,0.5303,0.6,0.194,casual,44
2022-04-30,2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,casual,66
2022-04-30,2,1,4,18,0,1,1,2,0.56,0.5303,0.6,0.2239,casual,53
2022-04-30,2,1,4,19,0,1,1,2,0.54,0.5152,0.64,0.2537,casual,51
2022-04-30,2,1,4,20,0,1,1,2,0.52,0.5,0.59,0.194,casual,28
2022-04-30,2,1,4,21,0,1,1,2,0.52,0.5,0.59,0.194,casual,26
2022-04-30,2,1,4,22,0,1,1,2,0.52,0.5,0.55,0.1642,casual,11
2022-04-30,2,1,4,23,0,1,1,2,0.52,0.5,0.55,0.2239,casual,10
2022-05-01,2,1,5,0,0,2,1,2,0.5,0.4848,0.59,0.194,casual,7
2022-05-01,2,1,5,1,0,2,1,2,0.5,0.4848,0.63,0.1343,casual,0
2022-05-01,2,1,5,2,0,2,1,2,0.5,0.4848,0.72,0.0896,casual,1
2022-05-01,2,1,5,3,0,2,1,2,0.5,0.4848,0.77,0,casual,1
2022-05-01,2,1,5,4,0,2,1,2,0.52,0.5,0.72,0.0896,casual,1
2022-05-01,2,1,5,5,0,2,1,2,0.52,0.5,0.72,0.0896,casual,0
2022-05-01,2,1,5,6,0,2,1,3,0.52,0.5,0.77,0.1045,casual,2
2022-05-01,2,1,5,7,0,2,1,2,0.5,0.4848,0.94,0.2537,casual,8
2022-05-01,2,1,5,8,0,2,1,2,0.52,0.5,0.94,0.2836,casual,19
2022-05-01,2,1,5,9,0,2,1,2,0.54,0.5152,0.88,0.194,casual,18
2022-05-01,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.2537,casual,30
2022-05-01,2,1,5,11,0,2,1,2,0.66,0.6212,0.65,0.2836,casual,50
2022-05-01,2,1,5,12,0,2,1,2,0.7,0.6515,0.58,0.2239,casual,41
2022-05-01,2,1,5,13,0,2,1,2,0.72,0.6667,0.51,0.2239,casual,41
2022-05-01,2,1,5,14,0,2,1,2,0.74,0.6667,0.48,0.2537,casual,37
2022-05-01,2,1,5,15,0,2,1,2,0.74,0.6667,0.45,0.2239,casual,48
2022-05-01,2,1,5,16,0,2,1,1,0.74,0.6667,0.45,0.194,casual,41
2022-05-01,2,1,5,17,0,2,1,1,0.74,0.6667,0.48,0.0896,casual,65
2022-05-01,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,casual,81
2022-05-01,2,1,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,casual,58
2022-05-01,2,1,5,20,0,2,1,1,0.66,0.6212,0.61,0.1642,casual,36
2022-05-01,2,1,5,21,0,2,1,1,0.64,0.6061,0.65,0.1343,casual,31
2022-05-01,2,1,5,22,0,2,1,1,0.64,0.6061,0.65,0,casual,21
2022-05-01,2,1,5,23,0,2,1,1,0.6,0.5758,0.78,0,casual,16
2022-05-02,2,1,5,0,0,3,1,1,0.6,0.5758,0.78,0.1045,casual,4
2022-05-02,2,1,5,1,0,3,1,1,0.56,0.5303,0.83,0,casual,8
2022-05-02,2,1,5,2,0,3,1,1,0.56,0.5303,0.83,0,casual,7
2022-05-02,2,1,5,3,0,3,1,1,0.56,0.5303,0.83,0.0896,casual,0
2022-05-02,2,1,5,4,0,3,1,1,0.54,0.5152,0.88,0,casual,2
2022-05-02,2,1,5,5,0,3,1,1,0.54,0.5152,0.9,0.1343,casual,2
2022-05-02,2,1,5,6,0,3,1,3,0.56,0.5303,0.84,0,casual,3
2022-05-02,2,1,5,7,0,3,1,2,0.54,0.5152,0.88,0.194,casual,14
2022-05-02,2,1,5,8,0,3,1,2,0.56,0.5303,0.88,0,casual,26
2022-05-02,2,1,5,9,0,3,1,2,0.56,0.5303,0.88,0,casual,26
2022-05-02,2,1,5,10,0,3,1,2,0.58,0.5455,0.83,0.1045,casual,28
2022-05-02,2,1,5,11,0,3,1,2,0.58,0.5455,0.81,0.1343,casual,39
2022-05-02,2,1,5,12,0,3,1,2,0.58,0.5455,0.83,0.2239,casual,35
2022-05-02,2,1,5,13,0,3,1,2,0.58,0.5455,0.78,0.194,casual,49
2022-05-02,2,1,5,14,0,3,1,1,0.62,0.6061,0.69,0.0896,casual,51
2022-05-02,2,1,5,15,0,3,1,1,0.64,0.6061,0.65,0.194,casual,52
2022-05-02,2,1,5,16,0,3,1,1,0.64,0.6061,0.65,0.1642,casual,54
2022-05-02,2,1,5,17,0,3,1,1,0.6,0.5909,0.73,0.2537,casual,70
2022-05-02,2,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239,casual,43
2022-05-02,2,1,5,19,0,3,1,1,0.54,0.5152,0.77,0.2537,casual,43
2022-05-02,2,1,5,20,0,3,1,1,0.52,0.5,0.77,0.2537,casual,42
2022-05-02,2,1,5,21,0,3,1,1,0.52,0.5,0.77,0.2239,casual,21
2022-05-02,2,1,5,22,0,3,1,1,0.5,0.4848,0.82,0.2239,casual,27
2022-05-02,2,1,5,23,0,3,1,2,0.5,0.4848,0.77,0.2537,casual,21
2022-05-03,2,1,5,0,0,4,1,2,0.48,0.4697,0.82,0.2239,casual,15
2022-05-03,2,1,5,1,0,4,1,2,0.46,0.4545,0.88,0.1045,casual,9
2022-05-03,2,1,5,2,0,4,1,2,0.46,0.4545,0.88,0.1343,casual,4
2022-05-03,2,1,5,3,0,4,1,2,0.46,0.4545,0.88,0,casual,2
2022-05-03,2,1,5,4,0,4,1,2,0.46,0.4545,0.88,0.2537,casual,0
2022-05-03,2,1,5,5,0,4,1,2,0.46,0.4545,0.88,0.2537,casual,1
2022-05-03,2,1,5,6,0,4,1,2,0.46,0.4545,0.88,0.1642,casual,8
2022-05-03,2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,casual,8
2022-05-03,2,1,5,8,0,4,1,3,0.46,0.4545,0.88,0.194,casual,19
2022-05-03,2,1,5,9,0,4,1,2,0.48,0.4697,0.88,0.1045,casual,25
2022-05-03,2,1,5,10,0,4,1,2,0.52,0.5,0.77,0,casual,36
2022-05-03,2,1,5,11,0,4,1,1,0.54,0.5152,0.77,0,casual,34
2022-05-03,2,1,5,12,0,4,1,1,0.56,0.5303,0.73,0.1343,casual,64
2022-05-03,2,1,5,13,0,4,1,1,0.6,0.5909,0.69,0.194,casual,48
2022-05-03,2,1,5,14,0,4,1,1,0.64,0.6061,0.65,0.194,casual,33
2022-05-03,2,1,5,15,0,4,1,1,0.66,0.6212,0.61,0.194,casual,63
2022-05-03,2,1,5,16,0,4,1,1,0.68,0.6364,0.57,0.1642,casual,45
2022-05-03,2,1,5,17,0,4,1,1,0.72,0.6667,0.54,0.1343,casual,87
2022-05-03,2,1,5,18,0,4,1,1,0.72,0.6667,0.58,0.1343,casual,64
2022-05-03,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.194,casual,55
2022-05-03,2,1,5,20,0,4,1,1,0.64,0.6061,0.73,0.194,casual,52
2022-05-03,2,1,5,21,0,4,1,1,0.62,0.5909,0.78,0.1343,casual,42
2022-05-03,2,1,5,22,0,4,1,1,0.62,0.5909,0.78,0,casual,29
2022-05-03,2,1,5,23,0,4,1,1,0.6,0.5606,0.83,0,casual,21
2022-05-04,2,1,5,0,0,5,1,1,0.6,0.5758,0.78,0.3284,casual,19
2022-05-04,2,1,5,1,0,5,1,1,0.6,0.5758,0.78,0.1045,casual,15
2022-05-04,2,1,5,2,0,5,1,1,0.58,0.5455,0.83,0.1343,casual,0
2022-05-04,2,1,5,3,0,5,1,1,0.56,0.5303,0.88,0.2239,casual,0
2022-05-04,2,1,5,4,0,5,1,1,0.56,0.5303,0.88,0.194,casual,0
2022-05-04,2,1,5,5,0,5,1,1,0.56,0.5303,0.88,0.194,casual,0
2022-05-04,2,1,5,6,0,5,1,1,0.54,0.5152,0.94,0.1045,casual,8
2022-05-04,2,1,5,7,0,5,1,1,0.56,0.5303,0.88,0,casual,9
2022-05-04,2,1,5,8,0,5,1,1,0.56,0.5303,0.88,0,casual,34
2022-05-04,2,1,5,9,0,5,1,1,0.6,0.5758,0.78,0,casual,32
2022-05-04,2,1,5,10,0,5,1,2,0.62,0.5909,0.73,0.1343,casual,45
2022-05-04,2,1,5,11,0,5,1,2,0.7,0.6515,0.61,0,casual,77
2022-05-04,2,1,5,12,0,5,1,3,0.62,0.5909,0.78,0.3582,casual,46
2022-05-04,2,1,5,13,0,5,1,2,0.64,0.6061,0.73,0,casual,71
2022-05-04,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836,casual,83
2022-05-04,2,1,5,15,0,5,1,2,0.72,0.6818,0.62,0.1045,casual,103
2022-05-04,2,1,5,16,0,5,1,1,0.76,0.6818,0.48,0.1642,casual,82
2022-05-04,2,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627,casual,96
2022-05-04,2,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627,casual,77
2022-05-04,2,1,5,19,0,5,1,1,0.7,0.6515,0.51,0.1343,casual,64
2022-05-04,2,1,5,20,0,5,1,1,0.68,0.6364,0.51,0.1045,casual,58
2022-05-04,2,1,5,21,0,5,1,1,0.64,0.6061,0.69,0.194,casual,49
2022-05-04,2,1,5,22,0,5,1,1,0.6,0.5606,0.83,0.1343,casual,50
2022-05-04,2,1,5,23,0,5,1,1,0.6,0.5606,0.83,0.0896,casual,51
2022-05-05,2,1,5,0,0,6,0,1,0.6,0.5606,0.83,0,casual,42
2022-05-05,2,1,5,1,0,6,0,1,0.6,0.5606,0.83,0,casual,28
2022-05-05,2,1,5,2,0,6,0,1,0.58,0.5455,0.88,0,casual,24
2022-05-05,2,1,5,3,0,6,0,1,0.58,0.5455,0.83,0,casual,11
2022-05-05,2,1,5,4,0,6,0,1,0.56,0.5303,0.88,0.1045,casual,0
2022-05-05,2,1,5,5,0,6,0,1,0.56,0.5303,0.88,0.0896,casual,8
2022-05-05,2,1,5,6,0,6,0,2,0.54,0.5152,0.94,0,casual,9
2022-05-05,2,1,5,7,0,6,0,1,0.56,0.5303,0.88,0,casual,8
2022-05-05,2,1,5,8,0,6,0,1,0.58,0.5455,0.83,0.0896,casual,42
2022-05-05,2,1,5,9,0,6,0,1,0.62,0.5909,0.78,0.1045,casual,61
2022-05-05,2,1,5,10,0,6,0,1,0.66,0.6212,0.65,0.1343,casual,148
2022-05-05,2,1,5,11,0,6,0,1,0.7,0.6515,0.58,0.0896,casual,221
2022-05-05,2,1,5,12,0,6,0,1,0.72,0.6667,0.58,0.1045,casual,220
2022-05-05,2,1,5,13,0,6,0,1,0.74,0.6818,0.55,0.1343,casual,217
2022-05-05,2,1,5,14,0,6,0,3,0.7,0.6515,0.61,0.2985,casual,187
2022-05-05,2,1,5,15,0,6,0,3,0.66,0.6212,0.74,0.194,casual,241
2022-05-05,2,1,5,16,0,6,0,2,0.68,0.6364,0.65,0.3881,casual,230
2022-05-05,2,1,5,17,0,6,0,2,0.68,0.6364,0.65,0.2985,casual,204
2022-05-05,2,1,5,18,0,6,0,2,0.66,0.6212,0.69,0.3582,casual,156
